;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
jacht_en_boer;beroepsvissers;;;;;;;;;;75;;;Mentions;27-4-2021 05:41;RT @beroepsvissers: Terwijl de effecten van al dat staal, de chemie, draaiende wieken, constante trillingen, aangepaste zeestromen en sedim…;;;;27-4-2021 05:41;https://twitter.com/#!/jacht_en_boer/status/1386918368201093120;;;1386918368201093120;
fleckveeboertje;beroepsvissers;;;;;;;;;;76;;;Mentions;27-4-2021 05:43;RT @beroepsvissers: Terwijl de effecten van al dat staal, de chemie, draaiende wieken, constante trillingen, aangepaste zeestromen en sedim…;;;;27-4-2021 05:43;https://twitter.com/#!/fleckveeboertje/status/1386918980137504770;;;1386918980137504770;
brittsnl;beroepsvissers;;;;;;;;;;77;;;Mentions;27-4-2021 05:59;RT @beroepsvissers: Terwijl de effecten van al dat staal, de chemie, draaiende wieken, constante trillingen, aangepaste zeestromen en sedim…;;;;27-4-2021 05:59;https://twitter.com/#!/brittsnl/status/1386922859310747649;;;1386922859310747649;
berendevers;fd_nieuws;;;;;;;;;;78;;;Mentions;27-4-2021 07:13;@wmiddelkoop @FD_Nieuws Misschien, heel misschien,  word je niet serieus genomen. Heel misschien wil een krant ook… https://t.co/IF317Kjz5n;https://twitter.com/i/web/status/1386941490048405504;twitter.com;;27-4-2021 07:13;https://twitter.com/#!/berendevers/status/1386941490048405504;;;1386941490048405504;1386729844461932544
berendevers;wmiddelkoop;;;;;;;;;;79;;;Replies to;27-4-2021 07:13;@wmiddelkoop @FD_Nieuws Misschien, heel misschien,  word je niet serieus genomen. Heel misschien wil een krant ook… https://t.co/IF317Kjz5n;https://twitter.com/i/web/status/1386941490048405504;twitter.com;;27-4-2021 07:13;https://twitter.com/#!/berendevers/status/1386941490048405504;;;1386941490048405504;1386729844461932544
fokkesnoekurk;beroepsvissers;;;;;;;;;;80;;;Mentions;27-4-2021 08:26;RT @beroepsvissers: Terwijl de effecten van al dat staal, de chemie, draaiende wieken, constante trillingen, aangepaste zeestromen en sedim…;;;;27-4-2021 08:26;https://twitter.com/#!/fokkesnoekurk/status/1386959923901353984;;;1386959923901353984;
arkrij;nos;;;;;;;;;;81;;;Replies to;27-4-2021 09:46;@NOS Heel goed dat ze bang voor ons zijn! #wappie #ikdoenietmeermee https://t.co/jU5uSbYbg4;;;wappie ikdoenietmeermee;27-4-2021 09:46;https://twitter.com/#!/arkrij/status/1386980065326637059;;;1386980065326637059;1386955330773524488
vaneilt;beroepsvissers;;;;;;;;;;82;;;Mentions;27-4-2021 10:02;RT @beroepsvissers: Terwijl de effecten van al dat staal, de chemie, draaiende wieken, constante trillingen, aangepaste zeestromen en sedim…;;;;27-4-2021 10:02;https://twitter.com/#!/vaneilt/status/1386983979342082053;;;1386983979342082053;
fatsoenspolitie;cwbbakker;;;;;;;;;;83;;;Mentions;27-4-2021 10:22;@bubbel_haren @cwbbakker Ben je nu officieel #wappie geworden?;;;wappie;27-4-2021 10:22;https://twitter.com/#!/fatsoenspolitie/status/1386989027103059971;;;1386989027103059971;1386987366238375936
fatsoenspolitie;bubbel_haren;;;;;;;;;;84;;;Replies to;27-4-2021 10:22;@bubbel_haren @cwbbakker Ben je nu officieel #wappie geworden?;;;wappie;27-4-2021 10:22;https://twitter.com/#!/fatsoenspolitie/status/1386989027103059971;;;1386989027103059971;1386987366238375936
vanuffort;ewindt;;;;;;;;;;85;;;Replies to;27-4-2021 10:25;@EWindt We moeten daar maar eens een goede naam voor verzinnen. Links/progressief klinkt veel te positief. Het zijn… https://t.co/WzG8XEAn23;https://twitter.com/i/web/status/1386989802839592963;twitter.com;;27-4-2021 10:25;https://twitter.com/#!/vanuffort/status/1386989802839592963;;;1386989802839592963;1386946330539532292
bertdeboer2012;beroepsvissers;;;;;;;;;;86;;;Mentions;27-4-2021 11:39;RT @beroepsvissers: Terwijl de effecten van al dat staal, de chemie, draaiende wieken, constante trillingen, aangepaste zeestromen en sedim…;;;;27-4-2021 11:39;https://twitter.com/#!/bertdeboer2012/status/1387008379101618179;;;1387008379101618179;
rhiannonsolrha;annstrikje;;;;;;;;;;87;;;Replies to;27-4-2021 12:10;@annstrikje @NOS Bek houden #wappie;;;wappie;27-4-2021 12:10;https://twitter.com/#!/rhiannonsolrha/status/1387016411860639744;;;1387016411860639744;1386586217194692608
rhiannonsolrha;nos;;;;;;;;;;88;;;Mentions;27-4-2021 12:10;@annstrikje @NOS Bek houden #wappie;;;wappie;27-4-2021 12:10;https://twitter.com/#!/rhiannonsolrha/status/1387016411860639744;;;1387016411860639744;1386586217194692608
remkocambuur;beroepsvissers;;;;;;;;;;89;;;Mentions;27-4-2021 12:14;RT @beroepsvissers: Terwijl de effecten van al dat staal, de chemie, draaiende wieken, constante trillingen, aangepaste zeestromen en sedim…;;;;27-4-2021 12:14;https://twitter.com/#!/remkocambuur/status/1387017259915350018;;;1387017259915350018;
jordaantje17;beroepsvissers;;;;;;;;;;90;;;Mentions;27-4-2021 12:22;RT @beroepsvissers: Terwijl de effecten van al dat staal, de chemie, draaiende wieken, constante trillingen, aangepaste zeestromen en sedim…;;;;27-4-2021 12:22;https://twitter.com/#!/jordaantje17/status/1387019411203231746;;;1387019411203231746;
margriet49;beroepsvissers;;;;;;;;;;91;;;Mentions;27-4-2021 12:27;RT @beroepsvissers: Terwijl de effecten van al dat staal, de chemie, draaiende wieken, constante trillingen, aangepaste zeestromen en sedim…;;;;27-4-2021 12:27;https://twitter.com/#!/margriet49/status/1387020500229099525;;;1387020500229099525;
museumdiemenzui;beroepsvissers;;;;;;;;;;92;;;Mentions;27-4-2021 13:07;RT @beroepsvissers: Terwijl de effecten van al dat staal, de chemie, draaiende wieken, constante trillingen, aangepaste zeestromen en sedim…;;;;27-4-2021 13:07;https://twitter.com/#!/museumdiemenzui/status/1387030665292623875;;;1387030665292623875;
johotilburg;johotilburg;;;;;;;;;;93;;;Tweet;27-4-2021 12:26;"Nieuw Hollands spel voor #koningsdag
#wappie spotten. Maak een rondje door de wijk en tel het aantal Nederlandse… https://t.co/ebrdgYFX3o";https://twitter.com/i/web/status/1387020399742013443;twitter.com;koningsdag wappie;27-4-2021 12:26;https://twitter.com/#!/johotilburg/status/1387020399742013443;;;1387020399742013443;
johotilburg;lientje1967;;;;;;;;;;94;;;Replies to;27-4-2021 14:16;@lientje1967 Hiermee onderscheid #BBB zich toch duidelijk van #FvD. Geen #wappie partij dus.;;;bbb fvd wappie;27-4-2021 14:16;https://twitter.com/#!/johotilburg/status/1387047916502609926;;;1387047916502609926;1386964060110000132
gdisselkoen;gdisselkoen;;;;;;;;;;95;;;Tweet;27-4-2021 14:20;Nog maar eens in de oude doos gedoken en wat leugens en onzin van Sjerrie Bidet boven water gehaald. Zet je jezelf… https://t.co/mPyeFBp7kK;https://twitter.com/i/web/status/1387049001065746447;twitter.com;;27-4-2021 14:20;https://twitter.com/#!/gdisselkoen/status/1387049001065746447;;;1387049001065746447;
susankamps;thirstymanana;;;;;;;;;;96;;;Replies to;27-4-2021 14:21;@thirstymanana @Repelsteeltje21 #wappie;;;wappie;27-4-2021 14:21;https://twitter.com/#!/susankamps/status/1387049254380720137;;;1387049254380720137;1386952336887754754
susankamps;repelsteeltje21;;;;;;;;;;97;;;Mentions;27-4-2021 14:21;@thirstymanana @Repelsteeltje21 #wappie;;;wappie;27-4-2021 14:21;https://twitter.com/#!/susankamps/status/1387049254380720137;;;1387049254380720137;1386952336887754754
wubbocorrie;beroepsvissers;;;;;;;;;;98;;;Mentions;27-4-2021 14:55;RT @beroepsvissers: Terwijl de effecten van al dat staal, de chemie, draaiende wieken, constante trillingen, aangepaste zeestromen en sedim…;;;;27-4-2021 14:55;https://twitter.com/#!/wubbocorrie/status/1387057717823541250;;;1387057717823541250;
mediawaarheid;officialmorrog;;;;;;;;;;99;;;Mentions;27-4-2021 11:29;@dallussss @OfficialMorrog Ik luister naar het OMT en de cijfers laten het nog niet toe! En het gaat niet alleen om… https://t.co/UvvJn6SWgq;https://twitter.com/i/web/status/1387005894999875585;twitter.com;;27-4-2021 11:29;https://twitter.com/#!/mediawaarheid/status/1387005894999875585;;;1387005894999875585;1386989643607027714
mediawaarheid;dallussss;;;;;;;;;;100;;;Replies to;27-4-2021 11:29;@dallussss @OfficialMorrog Ik luister naar het OMT en de cijfers laten het nog niet toe! En het gaat niet alleen om… https://t.co/UvvJn6SWgq;https://twitter.com/i/web/status/1387005894999875585;twitter.com;;27-4-2021 11:29;https://twitter.com/#!/mediawaarheid/status/1387005894999875585;;;1387005894999875585;1386989643607027714
mediawaarheid;schlijper;;;;;;;;;;101;;;Mentions;27-4-2021 15:59;@EkdomSjaak @neobabylon_ @Marnixrdam @Inge_Happe @JoostJansen6 @schlijper Worden niet ziek van Covid? Daarom mag je… https://t.co/OZPpxLeg9e;https://twitter.com/i/web/status/1387073860395274247;twitter.com;;27-4-2021 15:59;https://twitter.com/#!/mediawaarheid/status/1387073860395274247;;;1387073860395274247;1387073131496546308
mediawaarheid;joostjansen6;;;;;;;;;;102;;;Mentions;27-4-2021 15:59;@EkdomSjaak @neobabylon_ @Marnixrdam @Inge_Happe @JoostJansen6 @schlijper Worden niet ziek van Covid? Daarom mag je… https://t.co/OZPpxLeg9e;https://twitter.com/i/web/status/1387073860395274247;twitter.com;;27-4-2021 15:59;https://twitter.com/#!/mediawaarheid/status/1387073860395274247;;;1387073860395274247;1387073131496546308
mediawaarheid;inge_happe;;;;;;;;;;103;;;Mentions;27-4-2021 15:59;@EkdomSjaak @neobabylon_ @Marnixrdam @Inge_Happe @JoostJansen6 @schlijper Worden niet ziek van Covid? Daarom mag je… https://t.co/OZPpxLeg9e;https://twitter.com/i/web/status/1387073860395274247;twitter.com;;27-4-2021 15:59;https://twitter.com/#!/mediawaarheid/status/1387073860395274247;;;1387073860395274247;1387073131496546308
mediawaarheid;marnixrdam;;;;;;;;;;104;;;Mentions;27-4-2021 15:59;@EkdomSjaak @neobabylon_ @Marnixrdam @Inge_Happe @JoostJansen6 @schlijper Worden niet ziek van Covid? Daarom mag je… https://t.co/OZPpxLeg9e;https://twitter.com/i/web/status/1387073860395274247;twitter.com;;27-4-2021 15:59;https://twitter.com/#!/mediawaarheid/status/1387073860395274247;;;1387073860395274247;1387073131496546308
mediawaarheid;neobabylon_;;;;;;;;;;105;;;Mentions;27-4-2021 15:59;@EkdomSjaak @neobabylon_ @Marnixrdam @Inge_Happe @JoostJansen6 @schlijper Worden niet ziek van Covid? Daarom mag je… https://t.co/OZPpxLeg9e;https://twitter.com/i/web/status/1387073860395274247;twitter.com;;27-4-2021 15:59;https://twitter.com/#!/mediawaarheid/status/1387073860395274247;;;1387073860395274247;1387073131496546308
mediawaarheid;ekdomsjaak;;;;;;;;;;106;;;Replies to;27-4-2021 15:59;@EkdomSjaak @neobabylon_ @Marnixrdam @Inge_Happe @JoostJansen6 @schlijper Worden niet ziek van Covid? Daarom mag je… https://t.co/OZPpxLeg9e;https://twitter.com/i/web/status/1387073860395274247;twitter.com;;27-4-2021 15:59;https://twitter.com/#!/mediawaarheid/status/1387073860395274247;;;1387073860395274247;1387073131496546308
hendrikgroenen1;jhsbakker;;;;;;;;;;107;;;Replies to;27-4-2021 16:12;@jhsbakker #wappie #wappies #Arnhem https://t.co/8WTRI76mSb;;;wappie wappies arnhem;27-4-2021 16:12;https://twitter.com/#!/hendrikgroenen1/status/1387077169386594305;;;1387077169386594305;1387066968252026880
hans_besemans;marcvegt;;;;;;;;;;108;;;Mentions;27-4-2021 16:38;RT @CarolineVonhoff: @MarcVegt Weet je vast al, maar hier pleitnota Hof van mijn mede-#wappie Jeroen Pols. Eén van de laatste Nederlanders…;;;wappie;27-4-2021 16:38;https://twitter.com/#!/hans_besemans/status/1387083754636726272;;;1387083754636726272;
hans_besemans;carolinevonhoff;;;;;;;;;;109;;;Mentions;27-4-2021 16:38;RT @CarolineVonhoff: @MarcVegt Weet je vast al, maar hier pleitnota Hof van mijn mede-#wappie Jeroen Pols. Eén van de laatste Nederlanders…;;;wappie;27-4-2021 16:38;https://twitter.com/#!/hans_besemans/status/1387083754636726272;;;1387083754636726272;
hardemarina;tokisuno;;;;;;;;;;110;;;Replies to;27-4-2021 16:44;@tokisuno People make fun of them. As soon as you don't just take something for truth, you are a #wappie. Even such… https://t.co/LoaDVFfStp;https://twitter.com/i/web/status/1387085221712076806;twitter.com;wappie;27-4-2021 16:44;https://twitter.com/#!/hardemarina/status/1387085221712076806;;;1387085221712076806;1386030821765701635
respect_4life;respect_4life;;;;;;;;;;111;;;Tweet;27-4-2021 16:45;Ik denk erover om #wappie te worden. Dat geklaag weer van iedereen over het feit dat mensen vandaag BUITEN een feestje vierden.;;;wappie;27-4-2021 16:45;https://twitter.com/#!/respect_4life/status/1387085544379797505;;;1387085544379797505;
staatsgeheim;staatsgeheim;;;;;;;;;;112;;;Tweet;27-4-2021 16:52;"jA mAaR oP FaCEboOk StoNd dAt hET z'N lEuK lAnD wAs!!1!!2!!2!
#moederhart #wappies #wappie https://t.co/tFnQgrLARi";https://twitter.com/hdevreij/status/1387000791614074880;twitter.com;moederhart wappies wappie;27-4-2021 16:52;https://twitter.com/#!/staatsgeheim/status/1387087237544914944;;;1387087237544914944;
johan_jg_petra;nickymonreau;;;;;;;;;;113;;;Mentions;26-4-2021 21:26;@JucindaDeVries @NickyMonreau Mevrouw @JucindaDeVries, u bent duidelijk niet zonder reden voormalig hoofd van de af… https://t.co/UgDvoQtcA8;https://twitter.com/i/web/status/1386793838413500419;twitter.com;;26-4-2021 21:26;https://twitter.com/#!/johan_jg_petra/status/1386793838413500419;;;1386793838413500419;1386781468379201543
johan_jg_petra;jucindadevries;;;;;;;;;;114;;;Replies to;26-4-2021 21:26;@JucindaDeVries @NickyMonreau Mevrouw @JucindaDeVries, u bent duidelijk niet zonder reden voormalig hoofd van de af… https://t.co/UgDvoQtcA8;https://twitter.com/i/web/status/1386793838413500419;twitter.com;;26-4-2021 21:26;https://twitter.com/#!/johan_jg_petra/status/1386793838413500419;;;1386793838413500419;1386781468379201543
johan_jg_petra;upsideonder;;;;;;;;;;115;;;Replies to;27-4-2021 16:58;@Upsideonder Ha, weer een anoniem #wappie. Twitter zit er vol mee🤣;;;wappie;27-4-2021 16:58;https://twitter.com/#!/johan_jg_petra/status/1387088669182504965;;;1387088669182504965;1387082161166163972
upsideonder;johan_jg_petra;;;;;;;;;;116;;;Replies to;27-4-2021 17:32;"@Johan_JG_Petra Hahaha yup, een #Wappie!

En voor de rest kan ik u melden, 🖕";;;wappie;27-4-2021 17:32;https://twitter.com/#!/upsideonder/status/1387097445360939012;;;1387097445360939012;1387088669182504965
dusjajoh;drsmichakat;;;;;;;;;;117;;;Replies to;27-4-2021 18:03;@drsmichakat Het Sektejournaal met Micha Kat, Wouter Raatgever, en Joost Knevel. waar men het over een schone mind… https://t.co/mRFZ1AsMsS;https://twitter.com/i/web/status/1387105213992034304;twitter.com;;27-4-2021 18:03;https://twitter.com/#!/dusjajoh/status/1387105213992034304;;;1387105213992034304;1387095702614986756
uncle_sjohie;ploo69989276;;;;;;;;;;118;;;Replies to;27-4-2021 18:56;@PLoo69989276 Je bent wel of niet gevaccineerd, meer dan dat houden ze niet bij. En bij prik waarmee + datum en bat… https://t.co/FxnSGe7GST;https://twitter.com/i/web/status/1387118542068322309;twitter.com;;27-4-2021 18:56;https://twitter.com/#!/uncle_sjohie/status/1387118542068322309;;;1387118542068322309;1387117848657551364
moerbeekpeter;kleintjekup;;;;;;;;;;119;;;Mentions;27-4-2021 19:05;"RT @kleintjekup: Tja.. wappie rammen is zo maart&amp;april... tijd voor wat nieuws... #wappie #wappierammen #me #politiegeweld #koningsdag2021…";;;wappie wappierammen me politiegeweld koningsdag2021;27-4-2021 19:05;https://twitter.com/#!/moerbeekpeter/status/1387120776361517058;;;1387120776361517058;
moerbeekpeter;kleintjekup;;;;;;;;;;120;;;Mentions;27-4-2021 19:06;"RT @kleintjekup: Wappie rammen is zoooow maart&amp;april... #koningsdag2021 #nieuwenormaal #nietmijnregering #nieuwleiderschap #wappie #coronam…";;;koningsdag2021 nieuwenormaal nietmijnregering nieuwleiderschap wappie;27-4-2021 19:06;https://twitter.com/#!/moerbeekpeter/status/1387120919651438597;;;1387120919651438597;
eenpinguin;kleintjekup;;;;;;;;;;121;;;Mentions;27-4-2021 19:46;"RT @kleintjekup: Tja.. wappie rammen is zo maart&amp;april... tijd voor wat nieuws... #wappie #wappierammen #me #politiegeweld #koningsdag2021…";;;wappie wappierammen me politiegeweld koningsdag2021;27-4-2021 19:46;https://twitter.com/#!/eenpinguin/status/1387130986358624265;;;1387130986358624265;
beneluxminer;kleintjekup;;;;;;;;;;122;;;Mentions;27-4-2021 19:48;"RT @kleintjekup: Wappie rammen is zoooow maart&amp;april... #koningsdag2021 #nieuwenormaal #nietmijnregering #nieuwleiderschap #wappie #coronam…";;;koningsdag2021 nieuwenormaal nietmijnregering nieuwleiderschap wappie;27-4-2021 19:48;https://twitter.com/#!/beneluxminer/status/1387131455109746689;;;1387131455109746689;
original_uppie;kleintjekup;;;;;;;;;;123;;;Mentions;27-4-2021 19:52;"RT @kleintjekup: Tja.. wappie rammen is zo maart&amp;april... tijd voor wat nieuws... #wappie #wappierammen #me #politiegeweld #koningsdag2021…";;;wappie wappierammen me politiegeweld koningsdag2021;27-4-2021 19:52;https://twitter.com/#!/original_uppie/status/1387132539492610060;;;1387132539492610060;
susket46627052;kleintjekup;;;;;;;;;;124;;;Mentions;27-4-2021 20:14;"RT @kleintjekup: Tja.. wappie rammen is zo maart&amp;april... tijd voor wat nieuws... #wappie #wappierammen #me #politiegeweld #koningsdag2021…";;;wappie wappierammen me politiegeweld koningsdag2021;27-4-2021 20:14;https://twitter.com/#!/susket46627052/status/1387138190323208197;;;1387138190323208197;
55spotgaai;kleintjekup;;;;;;;;;;125;;;Mentions;27-4-2021 20:40;"RT @kleintjekup: Tja.. wappie rammen is zo maart&amp;april... tijd voor wat nieuws... #wappie #wappierammen #me #politiegeweld #koningsdag2021…";;;wappie wappierammen me politiegeweld koningsdag2021;27-4-2021 20:40;https://twitter.com/#!/55spotgaai/status/1387144625740304384;;;1387144625740304384;
actualiteitjunk;actualiteitjunk;;;;;;;;;;126;;;Tweet;25-4-2021 20:35;"#keepdistance #COVID19....
#anderhalvemeter #wappie https://t.co/0gaPZfEuwd";;;keepdistance covid19 anderhalvemeter wappie;25-4-2021 20:35;https://twitter.com/#!/actualiteitjunk/status/1386418502161084418;;;1386418502161084418;
actualiteitjunk;actualiteitjunk;;;;;;;;;;127;;;Tweet;26-4-2021 06:14;"RT @actualiteitjunk: #keepdistance #COVID19....
#anderhalvemeter #wappie https://t.co/0gaPZfEuwd";;;keepdistance covid19 anderhalvemeter wappie;26-4-2021 06:14;https://twitter.com/#!/actualiteitjunk/status/1386564252669038592;;;1386564252669038592;
2tijro;actualiteitjunk;;;;;;;;;;128;;;Mentions;25-4-2021 20:55;"RT @actualiteitjunk: #keepdistance #COVID19....
#anderhalvemeter #wappie https://t.co/0gaPZfEuwd";;;keepdistance covid19 anderhalvemeter wappie;25-4-2021 20:55;https://twitter.com/#!/2tijro/status/1386423675923042305;;;1386423675923042305;
kleintjekup;kleintjekup;;;;;;;;;;129;;;Tweet;27-4-2021 19:02;"Tja.. wappie rammen is zo maart&amp;april... tijd voor wat nieuws... #wappie #wappierammen #me #politiegeweld… https://t.co/LdQuSlx4Nx";https://twitter.com/i/web/status/1387119901551185920;twitter.com;wappie wappierammen me politiegeweld;27-4-2021 19:02;https://twitter.com/#!/kleintjekup/status/1387119901551185920;;;1387119901551185920;
kleintjekup;kleintjekup;;;;;;;;;;130;;;Tweet;27-4-2021 19:04;"Wappie rammen is zoooow maart&amp;april... #koningsdag2021 #nieuwenormaal #nietmijnregering #nieuwleiderschap #wappie… https://t.co/0ici2sz1Uf";https://twitter.com/i/web/status/1387120459196641298;twitter.com;koningsdag2021 nieuwenormaal nietmijnregering nieuwleiderschap wappie;27-4-2021 19:04;https://twitter.com/#!/kleintjekup/status/1387120459196641298;;;1387120459196641298;
kleintjekup;kleintjekup;;;;;;;;;;131;;;Tweet;27-4-2021 20:03;"3) Wappie-Rammen is zoooow maart&amp;april, even wat nieuws verzinnen.. #koningsdag2021 #coronamaatregelen… https://t.co/jndAhwxbp2";https://twitter.com/i/web/status/1387135371700576262;twitter.com;koningsdag2021 coronamaatregelen;27-4-2021 20:03;https://twitter.com/#!/kleintjekup/status/1387135371700576262;;;1387135371700576262;
kleintjekup;kleintjekup;;;;;;;;;;132;;;Tweet;27-4-2021 20:08;"4) wappie rammen is zoooow maart&amp;april joh... even wat nieuws verzinnen... #coronamaatregelen #koningsdag2021… https://t.co/fArAJxhSy2";https://twitter.com/i/web/status/1387136627697455104;twitter.com;coronamaatregelen koningsdag2021;27-4-2021 20:08;https://twitter.com/#!/kleintjekup/status/1387136627697455104;;;1387136627697455104;
2tijro;kleintjekup;;;;;;;;;;133;;;Mentions;27-4-2021 20:42;"RT @kleintjekup: Tja.. wappie rammen is zo maart&amp;april... tijd voor wat nieuws... #wappie #wappierammen #me #politiegeweld #koningsdag2021…";;;wappie wappierammen me politiegeweld koningsdag2021;27-4-2021 20:42;https://twitter.com/#!/2tijro/status/1387145161801613312;;;1387145161801613312;
2tijro;beroepsvissers;;;;;;;;;;134;;;Mentions;27-4-2021 12:25;RT @beroepsvissers: Terwijl de effecten van al dat staal, de chemie, draaiende wieken, constante trillingen, aangepaste zeestromen en sedim…;;;;27-4-2021 12:25;https://twitter.com/#!/2tijro/status/1387019959683928072;;;1387019959683928072;
